,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
56,0.0872,https://api.spotify.com/v1/audio-analysis/6Z0CSptkTKzOpownOPnK5g,0.726,204253,0.835,6Z0CSptkTKzOpownOPnK5g,6.08e-06,0.076,-3.949,0,0.0361,120.03,4,https://api.spotify.com/v1/tracks/6Z0CSptkTKzOpownOPnK5g,audio_features,spotify:track:6Z0CSptkTKzOpownOPnK5g,0.855
57,0.141,https://api.spotify.com/v1/audio-analysis/0VoQCaHK0kzgQ6fVtcLChy,0.7490000000000001,219080,0.907,0VoQCaHK0kzgQ6fVtcLChy,0.0,0.10800000000000001,-3.168,1,0.0638,124.958,4,https://api.spotify.com/v1/tracks/0VoQCaHK0kzgQ6fVtcLChy,audio_features,spotify:track:0VoQCaHK0kzgQ6fVtcLChy,0.68
58,0.00411,https://api.spotify.com/v1/audio-analysis/4CWZOyb9YHIH06yfsvY6k1,0.635,209014,0.945,4CWZOyb9YHIH06yfsvY6k1,2.410000000000001e-05,0.314,-2.298,1,0.036000000000000004,125.024,4,https://api.spotify.com/v1/tracks/4CWZOyb9YHIH06yfsvY6k1,audio_features,spotify:track:4CWZOyb9YHIH06yfsvY6k1,0.6859999999999999
59,0.00458,https://api.spotify.com/v1/audio-analysis/1plzDKavZ6EkVk91RPYd1L,0.632,207280,0.9470000000000001,1plzDKavZ6EkVk91RPYd1L,3.96e-05,0.341,-2.332,1,0.0354,124.96799999999999,4,https://api.spotify.com/v1/tracks/1plzDKavZ6EkVk91RPYd1L,audio_features,spotify:track:1plzDKavZ6EkVk91RPYd1L,0.6829999999999999
60,0.344,https://api.spotify.com/v1/audio-analysis/7xbWAw3LMgRMn4omR5yVn3,0.58,199549,0.586,7xbWAw3LMgRMn4omR5yVn3,0.0,0.0755,-6.882999999999999,1,0.0357,147.988,4,https://api.spotify.com/v1/tracks/7xbWAw3LMgRMn4omR5yVn3,audio_features,spotify:track:7xbWAw3LMgRMn4omR5yVn3,0.507
61,0.0154,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,0.693,228267,0.6779999999999999,6oJ6le65B3SEqPwMRNXWjY,6.05e-06,0.10099999999999999,-7.159,1,0.0324,103.95200000000001,4,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,audio_features,spotify:track:6oJ6le65B3SEqPwMRNXWjY,0.40399999999999997
62,0.3720000000000001,https://api.spotify.com/v1/audio-analysis/78ldtCaBRJVp2i91B715L0,0.526,203947,0.633,78ldtCaBRJVp2i91B715L0,0.0,0.129,-7.0020000000000024,1,0.134,171.044,3,https://api.spotify.com/v1/tracks/78ldtCaBRJVp2i91B715L0,audio_features,spotify:track:78ldtCaBRJVp2i91B715L0,0.272
63,0.121,https://api.spotify.com/v1/audio-analysis/3frUvGrmGcay91lvFbOgsN,0.794,183067,0.728,3frUvGrmGcay91lvFbOgsN,8.82e-06,0.22699999999999998,-6.7589999999999995,1,0.114,105.024,4,https://api.spotify.com/v1/tracks/3frUvGrmGcay91lvFbOgsN,audio_features,spotify:track:3frUvGrmGcay91lvFbOgsN,0.36
64,0.14800000000000002,https://api.spotify.com/v1/audio-analysis/6Q3K9gVUZRMZqZKrXovbM2,0.611,215361,0.6509999999999999,6Q3K9gVUZRMZqZKrXovbM2,1.84e-05,0.105,-6.973,1,0.0587,122.98299999999999,4,https://api.spotify.com/v1/tracks/6Q3K9gVUZRMZqZKrXovbM2,audio_features,spotify:track:6Q3K9gVUZRMZqZKrXovbM2,0.35700000000000004
65,0.127,https://api.spotify.com/v1/audio-analysis/5Gj1wG8b12VQdEd3hUuSwo,0.715,198635,0.635,5Gj1wG8b12VQdEd3hUuSwo,0.0,0.0862,-6.591,1,0.0791,112.887,4,https://api.spotify.com/v1/tracks/5Gj1wG8b12VQdEd3hUuSwo,audio_features,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,0.39
66,0.344,https://api.spotify.com/v1/audio-analysis/1sgDyuLooyvEML4oHspNza,0.58,199549,0.586,1sgDyuLooyvEML4oHspNza,0.0,0.0755,-6.882999999999999,1,0.0357,147.988,4,https://api.spotify.com/v1/tracks/1sgDyuLooyvEML4oHspNza,audio_features,spotify:track:1sgDyuLooyvEML4oHspNza,0.507
67,0.374,https://api.spotify.com/v1/audio-analysis/14sOS5L36385FJ3OL8hew4,0.693,211362,0.575,14sOS5L36385FJ3OL8hew4,0.0,0.252,-6.9979999999999976,1,0.0801,117.999,4,https://api.spotify.com/v1/tracks/14sOS5L36385FJ3OL8hew4,audio_features,spotify:track:14sOS5L36385FJ3OL8hew4,0.4920000000000001
68,0.17300000000000001,https://api.spotify.com/v1/audio-analysis/73h6Ma5QhBFrshEN2CTevS,0.612,223716,0.6859999999999999,73h6Ma5QhBFrshEN2CTevS,0.0,0.141,-6.837999999999999,1,0.12,122.115,4,https://api.spotify.com/v1/tracks/73h6Ma5QhBFrshEN2CTevS,audio_features,spotify:track:73h6Ma5QhBFrshEN2CTevS,0.326
69,0.127,https://api.spotify.com/v1/audio-analysis/2nx0EIlIKMnMgWnj40O0HQ,0.511,198635,0.635,2nx0EIlIKMnMgWnj40O0HQ,0.0,0.0866,-6.591,1,0.11599999999999999,111.329,4,https://api.spotify.com/v1/tracks/2nx0EIlIKMnMgWnj40O0HQ,audio_features,spotify:track:2nx0EIlIKMnMgWnj40O0HQ,0.381
70,0.193,https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,0.685,217287,0.508,5sIx4BlfYGuZeSLF40N9GH,0.0,0.139,-6.4,1,0.0987,99.06299999999999,4,https://api.spotify.com/v1/tracks/5sIx4BlfYGuZeSLF40N9GH,audio_features,spotify:track:5sIx4BlfYGuZeSLF40N9GH,0.315
